ID,Nombre,Apellido,Edad,Region,Patrimonio,Historial_Crediticio,Variable_1,Variable_2,Variable_3,Variable_4,Ciudad
1974,Emilia,Díaz,47.0,Valparaíso,514086.0,Bueno,57.0,36.0,108.0,182.0,Valparaíso
1975,Martina,Díaz,,O'Higgins,879680.0,Bueno,,32.0,103.0,205.0,Rancagua
1976,Valentina,,,O'Higgins,355267.0,Bueno,10.0,46.0,,218.0,
1977,Martín,Rojas,68.0,Metropolitana,109261.0,Bueno,50.0,,151.0,68.0,Maipú
1978,Sofía,Soto,63.0,O'Higgins,948935.0,Bueno,89.0,12.0,67.0,240.0,San Fernando
1979,Isidora,Martínez,38.0,O'Higgins,488440.0,Regular,71.0,21.0,100.0,236.0,Pichilemu
1980,Mateo,Martínez,49.0,Araucanía,502783.0,Bueno,27.0,47.0,,33.0,Temuco
1981,Emilia,Silva,56.0,Valparaíso,621200.0,,84.0,30.0,7.0,134.0,Viña del Mar
1982,Emilia,Silva,29.0,Biobío,3536.0,Bueno,,,45.0,191.0,Talcahuano
1983,,González,64.0,Araucanía,931131.0,Bueno,98.0,47.0,169.0,16.0,Temuco
1984,Sofía,Rojas,35.0,O'Higgins,361451.0,Bueno,75.0,48.0,103.0,263.0,Pichilemu
1985,Agustín,Muñoz,38.0,Maule,396931.0,Bueno,95.0,46.0,123.0,79.0,Linares
1986,Mateo,Soto,,Metropolitana,174109.0,Regular,85.0,25.0,133.0,88.0,
1987,Martina,Contreras,38.0,Biobío,378151.0,Bueno,77.0,,178.0,228.0,Concepción
1988,Sebastián,Díaz,25.0,Valparaíso,803943.0,Bueno,44.0,18.0,88.0,213.0,Viña del Mar
1989,Martín,Muñoz,63.0,Araucanía,,Malo,80.0,46.0,182.0,292.0,Temuco
1990,Martín,Contreras,24.0,O'Higgins,935796.0,Bueno,7.0,44.0,,116.0,Pichilemu
1991,Valentina,Contreras,40.0,Valparaíso,403229.0,Bueno,22.0,34.0,146.0,141.0,
1992,Sofía,Sepúlveda,39.0,Maule,708721.0,Malo,88.0,7.0,156.0,237.0,
1993,Mateo,Muñoz,,Metropolitana,507237.0,Bueno,69.0,17.0,191.0,248.0,Santiago
1994,,Soto,46.0,Biobío,804022.0,Regular,18.0,46.0,108.0,20.0,Talcahuano
1995,Emilia,González,30.0,Maule,712542.0,Bueno,41.0,40.0,101.0,41.0,Talca
1996,Martín,Muñoz,19.0,Valparaíso,,Bueno,71.0,6.0,1.0,150.0,Quilpué
1997,Emilia,Sepúlveda,46.0,Biobío,336673.0,Bueno,79.0,47.0,50.0,,Concepción
1998,,Muñoz,69.0,O'Higgins,252442.0,Bueno,84.0,5.0,112.0,284.0,San Fernando
1999,Sofía,González,,Valparaíso,576515.0,Bueno,14.0,0.0,193.0,106.0,Viña del Mar
2000,Emilia,Soto,67.0,Valparaíso,963842.0,Bueno,0.0,23.0,78.0,171.0,Valparaíso
2001,Valentina,González,40.0,O'Higgins,200066.0,Regular,13.0,45.0,179.0,195.0,Pichilemu
2002,Emilia,Rojas,61.0,Metropolitana,95252.0,Regular,49.0,,37.0,84.0,Puente Alto
2003,Martín,Contreras,39.0,Metropolitana,119400.0,Bueno,,2.0,97.0,282.0,Puente Alto
2004,Emilia,González,60.0,Metropolitana,,Bueno,19.0,39.0,66.0,66.0,Puente Alto
2005,Emilia,,54.0,Metropolitana,350104.0,Bueno,77.0,23.0,,,Puente Alto
2006,,Rojas,78.0,Metropolitana,224366.0,Regular,67.0,49.0,166.0,173.0,Santiago
2007,,Rojas,73.0,O'Higgins,352844.0,Bueno,96.0,6.0,0.0,190.0,Rancagua
2008,Isidora,Pérez,20.0,,645330.0,Bueno,29.0,2.0,,179.0,Villarrica
2009,,Díaz,80.0,O'Higgins,546787.0,Bueno,68.0,14.0,,75.0,Pichilemu
2010,Isidora,Silva,36.0,Metropolitana,743589.0,Malo,2.0,5.0,106.0,246.0,Maipú
2011,Emilia,Muñoz,40.0,Metropolitana,339074.0,,,3.0,115.0,34.0,Santiago
2012,Emilia,González,46.0,Biobío,452028.0,,62.0,,18.0,12.0,Chillán
2013,Sebastián,Rojas,47.0,Biobío,101968.0,Bueno,97.0,45.0,71.0,76.0,Chillán
2014,Martín,Pérez,56.0,O'Higgins,73058.0,Regular,39.0,26.0,2.0,142.0,Pichilemu
2015,Mateo,Díaz,42.0,O'Higgins,462255.0,,66.0,1.0,188.0,257.0,San Fernando
2016,,Silva,25.0,Biobío,301596.0,Regular,7.0,42.0,61.0,64.0,Chillán
2017,Mateo,,75.0,Araucanía,612800.0,Regular,1.0,18.0,21.0,244.0,Pucón
2018,Emilia,Sepúlveda,33.0,Metropolitana,43002.0,Bueno,15.0,36.0,,179.0,Santiago
2019,Emilia,Rojas,18.0,O'Higgins,121766.0,Bueno,58.0,37.0,28.0,227.0,San Fernando
2020,,González,22.0,Araucanía,865190.0,Regular,80.0,44.0,8.0,133.0,Pucón
2021,Valentina,González,20.0,Araucanía,566311.0,Bueno,36.0,,59.0,9.0,
2022,Benjamín,Silva,82.0,,712054.0,Bueno,70.0,45.0,183.0,67.0,
2023,Agustín,Silva,21.0,Valparaíso,841972.0,Regular,47.0,38.0,135.0,90.0,Viña del Mar
2024,Isidora,Contreras,,Araucanía,,Regular,81.0,17.0,1.0,22.0,Pucón
2025,Martín,Rojas,27.0,Valparaíso,761060.0,Malo,10.0,44.0,188.0,47.0,Valparaíso
2026,,Pérez,38.0,O'Higgins,524585.0,Malo,58.0,14.0,178.0,40.0,Rancagua
2027,Sofía,,63.0,,222748.0,,93.0,32.0,36.0,44.0,Linares
2028,Martín,González,44.0,Biobío,337656.0,Malo,8.0,49.0,101.0,189.0,Concepción
2029,Emilia,Díaz,83.0,Valparaíso,490350.0,Bueno,26.0,44.0,186.0,116.0,Viña del Mar
2030,,Pérez,,Maule,,Regular,27.0,27.0,131.0,220.0,Talca
2031,Mateo,González,30.0,O'Higgins,335527.0,Bueno,65.0,5.0,1.0,194.0,
2032,Emilia,Martínez,26.0,Araucanía,,,78.0,39.0,31.0,,
2033,Emilia,Silva,,O'Higgins,122839.0,Malo,63.0,28.0,1.0,134.0,Rancagua
2034,Sebastián,Pérez,,,84642.0,Bueno,44.0,29.0,146.0,126.0,Valparaíso
2035,Sofía,Pérez,71.0,,46496.0,Bueno,25.0,27.0,140.0,158.0,Temuco
2036,Sebastián,Pérez,29.0,Valparaíso,110956.0,Bueno,92.0,16.0,70.0,255.0,Valparaíso
2037,Martín,Muñoz,31.0,Biobío,343707.0,Bueno,18.0,5.0,36.0,86.0,Chillán
2038,Agustín,Martínez,51.0,Araucanía,593871.0,Bueno,76.0,14.0,199.0,160.0,Temuco
2039,Mateo,Rojas,70.0,Metropolitana,,Bueno,15.0,39.0,111.0,113.0,
2040,Mateo,Sepúlveda,37.0,Metropolitana,888008.0,Bueno,42.0,3.0,,267.0,Santiago
2041,Martina,González,33.0,O'Higgins,808382.0,,30.0,32.0,160.0,73.0,Rancagua
2042,Valentina,Silva,73.0,Valparaíso,520527.0,Regular,28.0,15.0,118.0,93.0,Quilpué
2043,Martín,Silva,75.0,Biobío,724209.0,Bueno,,16.0,31.0,142.0,Talcahuano
2044,Benjamín,Díaz,21.0,Araucanía,366328.0,Bueno,82.0,26.0,46.0,99.0,Temuco
2045,Valentina,Silva,21.0,Araucanía,36777.0,Malo,23.0,19.0,,229.0,Villarrica
2046,Agustín,Sepúlveda,,,904332.0,Bueno,22.0,41.0,98.0,,Viña del Mar
2047,Sofía,Silva,27.0,Biobío,127793.0,Bueno,33.0,43.0,35.0,157.0,Talcahuano
2048,,Soto,41.0,Maule,947937.0,Regular,64.0,40.0,191.0,97.0,Talca
2049,Benjamín,Contreras,43.0,Araucanía,571882.0,Regular,55.0,45.0,159.0,195.0,Pucón
2050,Valentina,Rojas,54.0,Maule,305563.0,Regular,42.0,,163.0,128.0,Curicó
2051,Martina,Silva,71.0,Araucanía,495524.0,Malo,93.0,16.0,179.0,182.0,Villarrica
2052,Valentina,Sepúlveda,38.0,Valparaíso,501629.0,,17.0,12.0,,203.0,Quilpué
2053,Martín,Pérez,55.0,Biobío,23287.0,Malo,12.0,,43.0,230.0,Chillán
2054,Mateo,Sepúlveda,63.0,Metropolitana,355459.0,Malo,17.0,13.0,,186.0,Maipú
2055,Emilia,Rojas,21.0,Valparaíso,739865.0,,60.0,,139.0,184.0,Viña del Mar
2056,Agustín,,77.0,,510069.0,Bueno,,17.0,47.0,296.0,Maipú
2057,Martina,Pérez,74.0,Maule,244230.0,Regular,74.0,26.0,108.0,81.0,Talca
2058,Benjamín,Muñoz,,Maule,335109.0,Bueno,91.0,42.0,178.0,142.0,Curicó
2059,Isidora,González,37.0,O'Higgins,863054.0,Regular,73.0,8.0,5.0,82.0,Pichilemu
2060,Valentina,Pérez,34.0,Valparaíso,525549.0,Bueno,99.0,15.0,24.0,263.0,Quilpué
2061,Martín,Martínez,21.0,Maule,528352.0,,54.0,3.0,84.0,259.0,Curicó
2062,,Muñoz,31.0,Araucanía,961467.0,Bueno,,18.0,186.0,15.0,Temuco
2063,Sebastián,Silva,20.0,Biobío,320881.0,Bueno,53.0,34.0,94.0,206.0,Talcahuano
2064,Benjamín,Díaz,75.0,Valparaíso,479541.0,Regular,8.0,27.0,99.0,279.0,Quilpué
2065,Martín,,72.0,O'Higgins,811713.0,Bueno,80.0,17.0,9.0,247.0,Pichilemu
2066,,Martínez,21.0,Maule,758912.0,Bueno,88.0,21.0,113.0,197.0,Linares
2067,Valentina,Pérez,41.0,O'Higgins,265799.0,Bueno,44.0,11.0,199.0,94.0,San Fernando
2068,Emilia,,51.0,Maule,151091.0,Regular,14.0,,130.0,141.0,Talca
2069,Isidora,Rojas,47.0,O'Higgins,700704.0,Bueno,93.0,8.0,,10.0,San Fernando
2070,Isidora,Muñoz,,Maule,257656.0,Bueno,90.0,13.0,185.0,71.0,Curicó
2071,Benjamín,Contreras,48.0,,,Bueno,,35.0,166.0,282.0,San Fernando
2072,Agustín,Silva,77.0,Maule,129247.0,,17.0,15.0,42.0,147.0,Curicó
2073,Valentina,Contreras,77.0,Metropolitana,318315.0,Bueno,9.0,37.0,93.0,48.0,Santiago
2074,Mateo,Muñoz,,Araucanía,54787.0,Bueno,22.0,6.0,117.0,194.0,Pucón
2075,Martina,Rojas,66.0,O'Higgins,703305.0,Bueno,82.0,35.0,136.0,40.0,Rancagua
2076,Sofía,Soto,,Araucanía,891262.0,Bueno,58.0,23.0,111.0,146.0,Pucón
2077,Mateo,Sepúlveda,102.0,Maule,635874.0,Malo,48.0,,115.0,253.0,Talca
2078,Emilia,Silva,41.0,Metropolitana,937753.0,Regular,,23.0,48.0,200.0,Santiago
2079,Valentina,Soto,47.0,Maule,,Bueno,34.0,13.0,36.0,185.0,Linares
2080,Martina,González,75.0,Biobío,87733.0,Bueno,46.0,32.0,41.0,229.0,Chillán
2081,Martín,Sepúlveda,48.0,O'Higgins,,Bueno,95.0,15.0,57.0,241.0,Pichilemu
2082,Benjamín,Pérez,81.0,Araucanía,855511.0,Regular,27.0,22.0,43.0,184.0,Pucón
2083,Valentina,Rojas,36.0,Valparaíso,831039.0,Bueno,69.0,14.0,69.0,217.0,
2084,Sofía,,65.0,O'Higgins,798964.0,Regular,16.0,,125.0,79.0,Pichilemu
2085,Mateo,Martínez,62.0,Biobío,362228.0,Bueno,55.0,0.0,143.0,210.0,Chillán
2086,Sofía,Silva,72.0,Metropolitana,217462.0,Bueno,85.0,25.0,95.0,,Santiago
2087,Agustín,Silva,72.0,Valparaíso,928804.0,Bueno,29.0,25.0,38.0,151.0,Valparaíso
2088,Martina,Rojas,35.0,,,Regular,17.0,26.0,127.0,255.0,Chillán
2089,Martina,Rojas,80.0,Maule,398407.0,Malo,87.0,,177.0,134.0,Linares
2090,Sofía,Soto,64.0,Maule,699558.0,Bueno,17.0,21.0,145.0,86.0,Curicó
2091,Martina,Martínez,74.0,Araucanía,293356.0,Bueno,90.0,33.0,18.0,183.0,Villarrica
2092,,Rojas,62.0,Valparaíso,819130.0,Bueno,72.0,10.0,30.0,46.0,Valparaíso
2093,Mateo,Soto,50.0,Valparaíso,70034.0,Regular,17.0,28.0,113.0,70.0,Valparaíso
2094,Agustín,González,34.0,Metropolitana,791182.0,Bueno,89.0,,,,Maipú
2095,,Martínez,21.0,O'Higgins,601851.0,Bueno,24.0,5.0,55.0,110.0,Rancagua
2096,Emilia,Díaz,37.0,Araucanía,572993.0,Bueno,25.0,,,128.0,Pucón
2097,Emilia,Soto,64.0,Maule,,Regular,75.0,43.0,78.0,245.0,Curicó
2098,,González,32.0,,,Bueno,61.0,45.0,,83.0,Viña del Mar
2099,Isidora,Contreras,64.0,O'Higgins,464070.0,Bueno,82.0,38.0,,164.0,San Fernando
2100,Martina,Muñoz,26.0,Valparaíso,,Bueno,39.0,3.0,14.0,77.0,Viña del Mar
2101,Valentina,Contreras,33.0,Araucanía,583754.0,Regular,72.0,5.0,,75.0,Pucón
2102,Mateo,,78.0,,281574.0,Bueno,55.0,43.0,149.0,114.0,Quilpué
2103,Mateo,Contreras,27.0,Valparaíso,77595.0,Bueno,51.0,49.0,37.0,,Viña del Mar
2104,,Rojas,67.0,Biobío,145089.0,Bueno,62.0,41.0,,214.0,Chillán
2105,Emilia,Soto,20.0,Valparaíso,699177.0,Bueno,91.0,46.0,79.0,2.0,Valparaíso
2106,Sofía,González,68.0,Metropolitana,22492.0,Bueno,62.0,46.0,95.0,103.0,Santiago
2107,Benjamín,Rojas,36.0,Araucanía,856443.0,Malo,54.0,13.0,75.0,80.0,Temuco
2108,Valentina,Díaz,59.0,,694397.0,Bueno,98.0,,,296.0,Pucón
2109,,Soto,52.0,Metropolitana,768086.0,,82.0,42.0,131.0,185.0,Santiago
2110,Isidora,Contreras,63.0,Biobío,835984.0,Bueno,1.0,20.0,62.0,31.0,Concepción
2111,Martín,González,43.0,O'Higgins,122710.0,Bueno,23.0,15.0,153.0,,San Fernando
2112,Martín,Silva,81.0,O'Higgins,822451.0,Bueno,43.0,3.0,72.0,69.0,San Fernando
2113,Isidora,Contreras,54.0,Biobío,504642.0,Malo,44.0,14.0,13.0,241.0,Chillán
2114,Sofía,Sepúlveda,66.0,Maule,885523.0,Bueno,95.0,49.0,,298.0,Curicó
2115,Martín,Sepúlveda,38.0,Valparaíso,886586.0,Malo,30.0,46.0,6.0,294.0,Valparaíso
2116,Valentina,Muñoz,81.0,Metropolitana,24178.0,Bueno,97.0,42.0,24.0,235.0,Santiago
2117,Valentina,Rojas,22.0,Araucanía,382865.0,Bueno,,37.0,9.0,,Villarrica
2118,,,21.0,O'Higgins,,Bueno,90.0,13.0,77.0,54.0,Rancagua
2119,Benjamín,Martínez,56.0,Biobío,678360.0,Bueno,63.0,12.0,195.0,228.0,Talcahuano
2120,,Rojas,52.0,Metropolitana,286186.0,Bueno,40.0,24.0,173.0,183.0,Maipú
2121,,Muñoz,18.0,Maule,,Bueno,99.0,28.0,167.0,222.0,Curicó
2122,Martina,,,Maule,381265.0,Bueno,,20.0,0.0,71.0,Curicó
2123,Sofía,Muñoz,74.0,Valparaíso,,Bueno,,27.0,55.0,272.0,Quilpué
2124,Mateo,Díaz,58.0,Biobío,,Bueno,19.0,23.0,41.0,50.0,Concepción
2125,Sofía,Pérez,71.0,Maule,762108.0,Bueno,45.0,30.0,159.0,38.0,Talca
2126,Valentina,Díaz,63.0,Valparaíso,429321.0,Regular,83.0,,7.0,268.0,Quilpué
2127,,Martínez,77.0,Biobío,54366.0,Bueno,70.0,,149.0,222.0,Talcahuano
2128,Martina,Rojas,77.0,Maule,168520.0,,5.0,26.0,119.0,180.0,Curicó
2129,Sofía,Rojas,74.0,Araucanía,455924.0,Bueno,22.0,26.0,35.0,221.0,Pucón
2130,,Contreras,48.0,Araucanía,813825.0,,46.0,3.0,129.0,2.0,Pucón
2131,,Sepúlveda,41.0,Metropolitana,380695.0,Bueno,95.0,13.0,56.0,254.0,Puente Alto
2132,,Díaz,53.0,Araucanía,538496.0,Regular,61.0,29.0,30.0,15.0,Pucón
2133,Martina,González,47.0,Araucanía,891804.0,Bueno,5.0,20.0,70.0,,
2134,Sofía,González,41.0,O'Higgins,913796.0,Bueno,38.0,40.0,184.0,9.0,Rancagua
2135,Isidora,Díaz,47.0,Biobío,215774.0,Bueno,90.0,3.0,123.0,225.0,Talcahuano
2136,Emilia,Pérez,24.0,Valparaíso,43594.0,Malo,50.0,6.0,112.0,82.0,Quilpué
2137,Isidora,Contreras,52.0,Araucanía,305410.0,Malo,9.0,49.0,146.0,133.0,Temuco
2138,Mateo,Soto,72.0,Biobío,,Malo,59.0,31.0,83.0,295.0,Concepción
2139,Agustín,Rojas,31.0,O'Higgins,951112.0,Bueno,67.0,30.0,115.0,225.0,
2140,,Díaz,27.0,Araucanía,77031.0,Regular,75.0,38.0,50.0,33.0,Villarrica
2141,,Pérez,33.0,Maule,,Bueno,33.0,,95.0,285.0,
2142,Benjamín,Sepúlveda,71.0,O'Higgins,,Regular,70.0,32.0,154.0,141.0,San Fernando
2143,Isidora,Sepúlveda,61.0,Biobío,748145.0,Bueno,32.0,22.0,145.0,250.0,Concepción
2144,Martín,Martínez,62.0,Valparaíso,992248.0,Regular,52.0,18.0,160.0,38.0,Quilpué
2145,Emilia,Díaz,73.0,Metropolitana,396792.0,Malo,1.0,8.0,117.0,33.0,Santiago
2146,Martina,Silva,74.0,Valparaíso,416050.0,,67.0,4.0,168.0,79.0,Viña del Mar
2147,Emilia,Pérez,38.0,Metropolitana,172311.0,Bueno,37.0,0.0,22.0,8.0,Puente Alto
2148,Agustín,Muñoz,67.0,Araucanía,115847.0,Bueno,70.0,15.0,184.0,183.0,Pucón
2149,Sofía,Soto,50.0,,578718.0,Bueno,96.0,0.0,25.0,53.0,
2150,Emilia,Pérez,,Valparaíso,364285.0,Bueno,8.0,13.0,,283.0,Valparaíso
2151,Valentina,,32.0,Maule,80316.0,Regular,85.0,31.0,124.0,299.0,Talca
2152,,Rojas,49.0,Valparaíso,886987.0,Bueno,23.0,7.0,145.0,275.0,Quilpué
2153,Martina,Martínez,37.0,Metropolitana,198356.0,Bueno,24.0,22.0,57.0,79.0,Maipú
2154,Benjamín,Soto,32.0,,748584.0,Bueno,22.0,7.0,131.0,129.0,Temuco
2155,Emilia,Contreras,65.0,Biobío,282228.0,Bueno,13.0,18.0,,103.0,Chillán
2156,Martín,,38.0,Araucanía,812904.0,Bueno,19.0,43.0,69.0,118.0,Pucón
2157,Agustín,Sepúlveda,59.0,Maule,118396.0,Bueno,74.0,,136.0,247.0,
2158,Mateo,Martínez,43.0,Metropolitana,756071.0,Bueno,76.0,36.0,90.0,113.0,Santiago
2159,Agustín,Silva,31.0,Metropolitana,98118.0,Bueno,96.0,23.0,199.0,271.0,Maipú
2160,Martina,Muñoz,74.0,Metropolitana,446915.0,Regular,10.0,45.0,96.0,,Santiago
2161,Emilia,Silva,54.0,Araucanía,734004.0,Bueno,15.0,7.0,134.0,123.0,Villarrica
2162,Isidora,Díaz,75.0,,173218.0,Malo,88.0,5.0,,2.0,Talca
2163,Benjamín,Díaz,38.0,Valparaíso,285664.0,Regular,56.0,15.0,175.0,107.0,Valparaíso
2164,Emilia,Martínez,20.0,Metropolitana,864766.0,Bueno,54.0,4.0,115.0,95.0,Santiago
2165,Martina,Martínez,54.0,Metropolitana,885119.0,Bueno,,,,219.0,Puente Alto
2166,Valentina,Sepúlveda,66.0,O'Higgins,44935.0,Bueno,55.0,28.0,169.0,143.0,San Fernando
2167,Agustín,Sepúlveda,36.0,O'Higgins,168090.0,Regular,6.0,20.0,30.0,118.0,
2168,Agustín,Silva,,Metropolitana,117471.0,Bueno,89.0,21.0,50.0,169.0,Maipú
2169,Sebastián,Sepúlveda,78.0,Metropolitana,179693.0,Regular,13.0,8.0,4.0,8.0,Puente Alto
2170,Valentina,Silva,58.0,Maule,970187.0,Bueno,48.0,22.0,127.0,232.0,Curicó
2171,Benjamín,Sepúlveda,50.0,O'Higgins,551655.0,Bueno,36.0,46.0,115.0,98.0,San Fernando
2172,Emilia,Contreras,,Biobío,468112.0,Bueno,36.0,3.0,166.0,151.0,Chillán
2173,Valentina,Rojas,50.0,Metropolitana,984467.0,Bueno,28.0,34.0,93.0,281.0,Puente Alto
2174,Isidora,,,O'Higgins,556956.0,Bueno,95.0,31.0,118.0,276.0,Rancagua
2175,Mateo,Díaz,,Biobío,661117.0,Bueno,8.0,40.0,165.0,228.0,Concepción
2176,Isidora,Pérez,78.0,Araucanía,332770.0,Regular,80.0,30.0,,,Villarrica
2177,Sebastián,Silva,45.0,Araucanía,382114.0,Regular,39.0,19.0,21.0,172.0,Pucón
2178,Martín,Martínez,75.0,O'Higgins,594409.0,Bueno,5.0,39.0,,43.0,Rancagua
2179,Isidora,Martínez,60.0,Valparaíso,,Bueno,57.0,17.0,46.0,260.0,Quilpué
2180,Martina,Martínez,58.0,Metropolitana,,Bueno,37.0,,34.0,,Maipú
2181,Emilia,Silva,56.0,Araucanía,196811.0,Regular,22.0,27.0,5.0,,Villarrica
2182,Emilia,Sepúlveda,66.0,Maule,15893.0,Bueno,37.0,47.0,196.0,270.0,
2183,Emilia,Pérez,34.0,Maule,536901.0,Bueno,97.0,27.0,134.0,,Curicó
2184,Sebastián,Rojas,82.0,Biobío,561052.0,Bueno,76.0,49.0,134.0,245.0,Concepción
2185,Emilia,Díaz,22.0,Maule,,Bueno,81.0,40.0,145.0,164.0,Linares
2186,Benjamín,,19.0,,268727.0,Malo,52.0,,190.0,187.0,Puente Alto
2187,Sofía,Silva,39.0,Araucanía,652059.0,Regular,29.0,35.0,94.0,161.0,Temuco
2188,Martina,Muñoz,74.0,Araucanía,134659.0,Bueno,,,133.0,224.0,Pucón
2189,,Silva,83.0,Araucanía,518615.0,Regular,,24.0,,252.0,Pucón
2190,Mateo,Muñoz,33.0,O'Higgins,,Malo,14.0,35.0,91.0,7.0,Pichilemu
2191,Valentina,González,68.0,Metropolitana,164297.0,,66.0,14.0,113.0,141.0,
2192,Martín,Sepúlveda,56.0,Valparaíso,,Regular,78.0,42.0,42.0,10.0,Valparaíso
2193,Martín,Contreras,57.0,Biobío,760794.0,Bueno,,,111.0,83.0,Chillán
2194,Sebastián,Silva,55.0,Maule,59926.0,Bueno,39.0,,129.0,,Curicó
2195,Valentina,Rojas,77.0,Biobío,18784.0,Bueno,63.0,24.0,23.0,38.0,Concepción
2196,Martina,Sepúlveda,,Biobío,,Malo,53.0,,107.0,132.0,Chillán
2197,Emilia,,27.0,Araucanía,193382.0,Bueno,8.0,21.0,38.0,255.0,Temuco
2198,Martina,Díaz,,,822139.0,Regular,37.0,21.0,150.0,265.0,Rancagua
2199,Mateo,Pérez,,Maule,561850.0,Bueno,,31.0,178.0,83.0,Curicó
2200,Sebastián,González,66.0,,264472.0,Bueno,6.0,,198.0,234.0,Talcahuano
2201,Mateo,Martínez,81.0,Araucanía,129970.0,Malo,28.0,35.0,6.0,42.0,
2202,Sebastián,Sepúlveda,49.0,Metropolitana,496677.0,Regular,85.0,2.0,110.0,152.0,Maipú
2203,Emilia,González,24.0,Araucanía,407354.0,Bueno,,46.0,115.0,182.0,Pucón
2204,Emilia,Díaz,38.0,Araucanía,698886.0,,94.0,26.0,175.0,154.0,Pucón
2205,Agustín,Díaz,37.0,Metropolitana,904168.0,Bueno,68.0,14.0,113.0,139.0,Santiago
2206,Benjamín,Díaz,43.0,Maule,805248.0,Bueno,37.0,12.0,22.0,192.0,Curicó
2207,Sofía,Martínez,32.0,Maule,274452.0,Regular,2.0,36.0,,5.0,Linares
2208,Sebastián,,31.0,Maule,878933.0,Bueno,4.0,,75.0,38.0,
2209,Agustín,Soto,44.0,Valparaíso,,Bueno,,46.0,1.0,71.0,Quilpué
2210,Valentina,Díaz,57.0,Biobío,929136.0,Bueno,65.0,,181.0,225.0,
2211,Sebastián,Sepúlveda,75.0,Araucanía,458660.0,Bueno,6.0,34.0,97.0,61.0,Temuco
2212,Sofía,Pérez,,Valparaíso,768575.0,Bueno,88.0,3.0,153.0,153.0,Quilpué
2213,Sebastián,Díaz,43.0,Biobío,,Bueno,,12.0,,28.0,Chillán
2214,Sebastián,Sepúlveda,80.0,Araucanía,310502.0,Malo,28.0,0.0,108.0,,Villarrica
2215,Agustín,González,83.0,O'Higgins,994431.0,Regular,19.0,9.0,112.0,207.0,Rancagua
2216,Sofía,Rojas,42.0,Maule,,Bueno,,27.0,40.0,91.0,Talca
2217,Sebastián,González,20.0,Metropolitana,,Bueno,28.0,24.0,124.0,,Maipú
2218,Benjamín,González,61.0,Valparaíso,892542.0,Bueno,95.0,39.0,2.0,164.0,Viña del Mar
2219,Emilia,González,59.0,Metropolitana,60562.0,Regular,58.0,,10.0,71.0,Puente Alto
2220,Isidora,,23.0,Maule,886820.0,Bueno,73.0,36.0,156.0,102.0,Talca
2221,Agustín,Muñoz,56.0,Biobío,715221.0,Bueno,53.0,12.0,55.0,,Talcahuano
2222,Martín,Muñoz,69.0,Metropolitana,36684.0,Malo,83.0,25.0,76.0,156.0,Santiago
2223,Agustín,Pérez,40.0,Metropolitana,429320.0,Bueno,9.0,45.0,165.0,36.0,Santiago
2224,Agustín,Sepúlveda,67.0,O'Higgins,754471.0,Bueno,72.0,24.0,114.0,21.0,Pichilemu
2225,Sofía,,60.0,Biobío,583100.0,Bueno,76.0,10.0,139.0,89.0,Concepción
2226,Mateo,Martínez,36.0,Valparaíso,935871.0,Bueno,36.0,29.0,75.0,271.0,Valparaíso
2227,Sebastián,Pérez,68.0,Valparaíso,867644.0,Bueno,8.0,7.0,,247.0,Quilpué
2228,Mateo,González,28.0,Araucanía,332647.0,,65.0,33.0,85.0,62.0,Villarrica
2229,Sofía,Soto,29.0,O'Higgins,84627.0,Bueno,30.0,,167.0,22.0,Rancagua
2230,Benjamín,Muñoz,25.0,,,Bueno,58.0,16.0,63.0,186.0,Pucón
2231,Sebastián,,41.0,Maule,517286.0,Bueno,88.0,11.0,154.0,272.0,Talca
2232,Sebastián,,58.0,Biobío,74397.0,Regular,83.0,31.0,19.0,229.0,
2233,Martina,Martínez,53.0,Biobío,816575.0,Regular,57.0,20.0,199.0,72.0,Talcahuano
2234,Martín,Contreras,72.0,Araucanía,868506.0,Bueno,10.0,41.0,,180.0,Pucón
2235,Martín,Pérez,26.0,O'Higgins,639424.0,Bueno,44.0,2.0,49.0,34.0,Pichilemu
2236,Sebastián,Martínez,64.0,Valparaíso,447508.0,Bueno,72.0,18.0,58.0,141.0,Quilpué
2237,Martina,Díaz,,O'Higgins,662173.0,Bueno,56.0,4.0,66.0,197.0,Rancagua
2238,Benjamín,Soto,65.0,Valparaíso,706683.0,,32.0,42.0,79.0,,Viña del Mar
2239,Agustín,,,Araucanía,893029.0,Bueno,30.0,,68.0,208.0,Villarrica
2240,Martín,Sepúlveda,77.0,Biobío,955861.0,Malo,67.0,29.0,33.0,149.0,Talcahuano
2241,Isidora,Sepúlveda,29.0,Metropolitana,514320.0,,63.0,30.0,179.0,97.0,Puente Alto
2242,Martina,Rojas,19.0,Metropolitana,798494.0,Bueno,59.0,,64.0,196.0,Maipú
2243,Emilia,Sepúlveda,24.0,Maule,964509.0,Bueno,95.0,48.0,73.0,,Linares
2244,Agustín,Martínez,20.0,Valparaíso,151243.0,Bueno,89.0,14.0,70.0,246.0,
2245,Agustín,Pérez,110.0,Biobío,18267.0,Bueno,31.0,23.0,140.0,196.0,Concepción
2246,,González,44.0,Valparaíso,868963.0,Bueno,,27.0,26.0,142.0,Valparaíso
2247,Benjamín,Soto,57.0,Metropolitana,195273.0,Bueno,92.0,11.0,47.0,217.0,Maipú
2248,,González,50.0,Biobío,42478.0,Regular,20.0,8.0,56.0,,Chillán
